Date,Country,Lat,Long,Confirmed,Deaths,GDP_Nominal_per_capta,Province/State,day,pop,urbanpop,density,medianage,smokers,tests,testpop,health_exp_pc,hospibed,quarantine,schools,restrictions,temperature,humidity,confirmed,deaths,recovered,Numero_Dias_Infectados
2020-03-17,Albania,41.1533,20.1683,55,1,6007.0,,55,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,-999,-999,-999,15,60,55,1,0,9
2020-03-18,Albania,41.1533,20.1683,59,2,6007.0,,56,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,-999,-999,-999,19,57,59,2,0,10
2020-03-19,Albania,41.1533,20.1683,64,2,6007.0,,57,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,-999,-999,-999,15,64,64,2,0,11
2020-03-20,Albania,41.1533,20.1683,70,2,6007.0,,58,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,-999,-999,-999,18,62,70,2,0,12
2020-03-21,Albania,41.1533,20.1683,76,2,6007.0,,59,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,-999,-999,-999,18,63,76,2,2,13
2020-03-22,Albania,41.1533,20.1683,89,2,6007.0,,60,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,-999,-999,-999,17,63,89,2,2,14
2020-01-22,Algeria,28.0339,1.6596,0,0,4363.0,,0,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,29,20,0,0,0,0
2020-01-23,Algeria,28.0339,1.6596,0,0,4363.0,,1,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,27,25,0,0,0,0
2020-01-24,Algeria,28.0339,1.6596,0,0,4363.0,,2,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,27,22,0,0,0,0
2020-01-25,Algeria,28.0339,1.6596,0,0,4363.0,,3,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,29,19,0,0,0,0
2020-01-26,Algeria,28.0339,1.6596,0,0,4363.0,,4,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,30,26,0,0,0,0
2020-01-27,Algeria,28.0339,1.6596,0,0,4363.0,,5,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,26,28,0,0,0,0
2020-01-28,Algeria,28.0339,1.6596,0,0,4363.0,,6,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,24,33,0,0,0,0
2020-01-29,Algeria,28.0339,1.6596,0,0,4363.0,,7,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,24,28,0,0,0,0
2020-01-30,Algeria,28.0339,1.6596,0,0,4363.0,,8,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,25,22,0,0,0,0
2020-01-31,Algeria,28.0339,1.6596,0,0,4363.0,,9,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,27,19,0,0,0,0
2020-02-01,Algeria,28.0339,1.6596,0,0,4363.0,,10,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,27,19,0,0,0,0
2020-02-02,Algeria,28.0339,1.6596,0,0,4363.0,,11,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,25,23,0,0,0,0
2020-02-03,Algeria,28.0339,1.6596,0,0,4363.0,,12,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,25,31,0,0,0,0
2020-02-04,Algeria,28.0339,1.6596,0,0,4363.0,,13,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,27,31,0,0,0,0
2020-02-05,Algeria,28.0339,1.6596,0,0,4363.0,,14,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,29,27,0,0,0,0
2020-02-06,Algeria,28.0339,1.6596,0,0,4363.0,,15,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,23,28,0,0,0,0
2020-02-07,Algeria,28.0339,1.6596,0,0,4363.0,,16,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,23,18,0,0,0,0
2020-02-08,Algeria,28.0339,1.6596,0,0,4363.0,,17,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,25,16,0,0,0,0
2020-02-09,Algeria,28.0339,1.6596,0,0,4363.0,,18,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,26,14,0,0,0,0
2020-02-10,Algeria,28.0339,1.6596,0,0,4363.0,,19,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,28,14,0,0,0,0
2020-02-11,Algeria,28.0339,1.6596,0,0,4363.0,,20,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,29,13,0,0,0,0
2020-02-12,Algeria,28.0339,1.6596,0,0,4363.0,,21,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,28,16,0,0,0,0
2020-02-13,Algeria,28.0339,1.6596,0,0,4363.0,,22,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,28,36,0,0,0,0
2020-02-14,Algeria,28.0339,1.6596,0,0,4363.0,,23,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,29,18,0,0,0,0
2020-02-15,Algeria,28.0339,1.6596,0,0,4363.0,,24,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,29,17,0,0,0,0
2020-02-16,Algeria,28.0339,1.6596,0,0,4363.0,,25,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,29,18,0,0,0,0
2020-02-17,Algeria,28.0339,1.6596,0,0,4363.0,,26,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,28,21,0,0,0,0
2020-02-18,Algeria,28.0339,1.6596,0,0,4363.0,,27,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,25,25,0,0,0,0
2020-02-19,Algeria,28.0339,1.6596,0,0,4363.0,,28,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,27,19,0,0,0,0
2020-02-20,Algeria,28.0339,1.6596,0,0,4363.0,,29,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,27,19,0,0,0,0
2020-02-21,Algeria,28.0339,1.6596,0,0,4363.0,,30,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,30,19,0,0,0,0
2020-02-22,Algeria,28.0339,1.6596,0,0,4363.0,,31,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,28,18,0,0,0,0
2020-02-23,Algeria,28.0339,1.6596,0,0,4363.0,,32,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,25,20,0,0,0,0
2020-02-24,Algeria,28.0339,1.6596,0,0,4363.0,,33,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,26,26,0,0,0,0
2020-02-25,Algeria,28.0339,1.6596,1,0,4363.0,,34,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,-999,-999,-999,26,19,1,0,0,1
